DE	19.051006711409382
KS	17.085970540098206
KY	17.266286918989373
SC	17.34551452026898
SD	17.200514621793822
LA	17.352401710637768
MA	17.307041007525736
MD	17.280867012902945
ME	17.195733435465343
TN	17.22191007669623
MI	17.2480075537573
TT	16.77925531914894
MN	17.223845780090862
MO	17.262050164982462
TX	17.26418529210383
FL	17.27005832051717
MS	17.259764095305492
MT	17.362232554312047
NC	17.251988630167865
ND	17.303485429170575
NE	17.25917327790626
GA	17.246578505497787
NH	17.229777616128022
NJ	17.254233468161203
NM	17.220300518937353
UT	17.31307569241252
NV	17.237690394275656
NY	17.270115157902957
VA	17.259350752234646
VI	17.25179831354328
OH	17.22937454721082
OK	17.287676906593322
VT	17.132010508849568
HI	17.27482048827191
OR	17.247688820787854
AK	17.2453292261611
WA	17.275539850136234
AL	17.222602395672343
AR	17.117325089663293
PA	17.259730659247236
WI	17.288586997884238
IA	17.234617345081194
AZ	17.26328476639989
ID	17.238707847239464
WV	17.361372756071813
PR	17.20550050500914
WY	17.343349646547033
IL	17.24909143813446
IN	17.282820957564518
CA	17.263921466358692
CO	17.234832777338926
CT	17.12688242743036
RI	17.235976253298155
